"","X.1","X","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"954",954,954,"Spring","2015","KAYNAR, Z. (co-taught)","CS","15110","PRINCPLS OF COMPUTNG","1","Lect","76","139","55%","9.45","4.08","4.08","4.08","3.75","4.09","4.03","4.41","3.97","3.66","15110 - PRINCPLS OF COMPUTNG",9.1
"955",955,955,"Spring","2015","ANDERSON, A. (co-taught)","CS","15110","PRINCPLS OF COMPUTNG","1","Lect","76","139","55%","9.49","3.53","3.63","3.59","3.4","3.64","3.52","3.59","3.4","3.34","15110 - PRINCPLS OF COMPUTNG",9.1
"956",956,956,"Spring","2015","KAYNAR, Z. (co-taught)","CS","15110","PRINCPLS OF COMPUTNG","2","Lect","78","137","57%","10.08","4","3.99","3.97","3.55","3.97","3.95","4.13","3.87","3.63","15110 - PRINCPLS OF COMPUTNG",9.1
"957",957,957,"Spring","2015","ANDERSON, A. (co-taught)","CS","15110","PRINCPLS OF COMPUTNG","2","Lect","78","137","57%","10.03","3.71","3.86","3.82","3.34","3.88","3.65","3.62","3.53","3.47","15110 - PRINCPLS OF COMPUTNG",9.1
"958",958,958,"Spring","2015","DAVIDE FOSSATI","CS","15110","PRINCPLS OF COMPUTNG","W","Lect","33","49","67%","10.41","4.18","4.06","3.94","3.67","4.06","4.21","4.52","3.91","3.79","15110 - PRINCPLS OF COMPUTNG",9.1
"959",959,959,"Spring","2015","ANDERSEN, D. (co-taught)","CS","15112","FNDMTLS OF PGMG & CS","1","Lect","165","240","69%","18.15","4.66","4.58","4.62","4.52","4.67","4.59","4.56","4.52","4.65","15112 - FNDMTLS OF PGMG & CS",9.1
"960",960,960,"Spring","2015","KOSBIE, D. (co-taught)","CS","15112","FNDMTLS OF PGMG & CS","1","Lect","165","240","69%","18.75","4.85","4.79","4.79","4.65","4.84","4.7","4.61","4.7","4.73","15112 - FNDMTLS OF PGMG & CS",9.1
"961",961,961,"Spring","2015","ANDERSEN, D. (co-taught)","CS","15112","FNDMTLS OF PGMG & CS","2","Lect","70","106","66%","19.25","4.67","4.67","4.55","4.16","4.57","4.48","4.54","4.45","4.48","15112 - FNDMTLS OF PGMG & CS",9.1
"962",962,962,"Spring","2015","KOSBIE, D. (co-taught)","CS","15112","FNDMTLS OF PGMG & CS","2","Lect","70","106","66%","19.64","4.74","4.65","4.52","4.53","4.62","4.47","4.47","4.45","4.48","15112 - FNDMTLS OF PGMG & CS",9.1
"963",963,963,"Spring","2015","THIERRY SANS","CS","15112","FNDMTLS OF PGMG & CS","W","Lect","26","32","81%","13.08","4.36","4.62","4.6","4.36","4.44","4.46","4.65","4.58","4.58","15112 - FNDMTLS OF PGMG & CS",9.1
"964",964,964,"Spring","2015","JACOBO CARRASQUEL","CS","15121","INTRO DATA STRUCTURS","1","Lect","12","25","48%","8.25","3.58","4","4","3.25","3.92","4.08","3.92","3.42","3.75","15121 - INTRO DATA STRUCTURS",9.1
"965",965,965,"Spring","2015","ROBERT SIMMONS","CS","15122","PRIN IMPRTV COMPTATN","1","Lect","101","140","72%","13.38","4.54","4.42","4.45","4.03","4.53","4.47","4.61","4.43","4.26","15122 - PRIN IMPRTV COMPTATN",9.1
"966",966,966,"Spring","2015","HYRUM WRIGHT","CS","15122","PRIN IMPRTV COMPTATN","2","Lect","70","140","50%","10.99","4.16","3.92","3.87","3.44","4.09","3.51","4.59","3.5","3.81","15122 - PRIN IMPRTV COMPTATN",9.1
"967",967,967,"Spring","2015","SAQUIB RAZAK","CS","15122","PRIN IMPRTV COMPTATN","3","Lect","18","25","72%","13.72","4.89","4.61","4.72","4.22","4.5","4.67","4.61","4.72","4.61","15122 - PRIN IMPRTV COMPTATN",9.1
"968",968,968,"Spring","2015","MICHAEL ERDMANN","CS","15150","PRIN FNCTIONL PRGMMG","1","Lect","114","201","57%","12.23","4.28","4.11","4.11","3.78","4.09","4.2","4.52","4.17","4.06","15150 - PRIN FNCTIONL PRGMMG",9.1
"969",969,969,"Spring","2015","REID-MILLER, M. (co-taught)","CS","15210","PRL SEQ DATA STR ALG","1","Lect","91","155","59%","12.98","3.91","3.75","3.78","3.55","3.67","3.69","4.31","3.51","3.93","15210 - PRL SEQ DATA STR ALG",9.1
"970",970,970,"Spring","2015","ACAR, U. (co-taught)","CS","15210","PRL SEQ DATA STR ALG","1","Lect","91","155","59%","13.19","4.41","4.26","4.29","3.76","4.26","4.25","4.49","4.22","4.11","15210 - PRL SEQ DATA STR ALG",9.1
"971",971,971,"Spring","2015","KEMAL OFLAZER","CS","15210","PRL SEQ DATA STR ALG","W","Lect","16","22","73%","18.47","4.19","4.38","4.53","3.88","4.75","4.5","4.75","4.44","4.31","15210 - PRL SEQ DATA STR ALG",9.1
"972",972,972,"Spring","2015","GOLDSTEIN, S. (co-taught)","CS","15213","INTR CMPUTER SYSTEMS","1","Lect","36","81","44%","13.94","4.14","4.31","4.43","3.94","4.46","4.43","4.37","4.31","4.34","15213 - INTR CMPUTER SYSTEMS",9.1
"973",973,973,"Spring","2015","FRANCHETTI, F. (co-taught)","CS","15213","INTR CMPUTER SYSTEMS","1","Lect","36","81","44%","13.29","3.79","3.76","3.74","3.32","3.82","3.53","4.24","3.35","3.94","15213 - INTR CMPUTER SYSTEMS",9.1
"974",974,974,"Spring","2015","GREGORY KESDEN","CS","15213","INTR CMPUTER SYSTEMS","2","Lect","32","54","59%","12.06","4.16","4.34","4.31","3.47","4.16","4.13","3.34","4","3.94","15213 - INTR CMPUTER SYSTEMS",9.1
"975",975,975,"Spring","2015","GARROD, C. (co-taught)","CS","15214","PRIN 0-0 SFTWR CONST","1","Lect","68","95","72%","15.93","4.46","4.29","4.44","4.31","4.46","4.43","4.38","4.37","4.09","15214 - PRIN 0-0 SFTWR CONST",9.1
"976",976,976,"Spring","2015","KASTNER, C. (co-taught)","CS","15214","PRIN 0-0 SFTWR CONST","1","Lect","68","95","72%","16.15","4.27","4.16","4.19","4.13","4.21","4.14","4.42","4.09","4.09","15214 - PRIN 0-0 SFTWR CONST",9.1
"977",977,977,"Spring","2015","THIERRY SANS","CS","15214","PRIN 0-0 SFTWR CONST","W","Lect","10","14","71%","15.3","3.78","2.7","3.5","2.6","3.7","2.8","3.8","2.9","3.1","15214 - PRIN 0-0 SFTWR CONST",9.1
"978",978,978,"Spring","2015","THOMAS KEATING","CS","15221","TECHNCL COMMUNCTN CS","1","Lect","48","100","48%","4","4.11","3.66","4.11","4.04","3.98","3.91","4.07","3.77","3.17","15221 - TECHNCL COMMUNCTN CS",9.1
"979",979,979,"Spring","2015","HODGES, A. (co-taught)","CS","15221","TECHNCL COMMUNCTN CS","W","Lect","9","16","56%","5.67","4.22","4.33","4.33","4.44","4.33","4.44","4.89","4.22","4.11","15221 - TECHNCL COMMUNCTN CS",9.1
"980",980,980,"Spring","2015","STEHLIK, M. (co-taught)","CS","15221","TECHNCL COMMUNCTN CS","W","Lect","9","16","56%","5.67","4.78","4.78","4.78","4.89","4.89","4.89","5","4.78","4.67","15221 - TECHNCL COMMUNCTN CS",9.1
"981",981,981,"Spring","2015","ODONNELL, R. (co-taught)","CS","15251","GRT THERTCL IDEAS CS","1","Lect","106","170","62%","16.63","4.67","4.49","4.48","4.19","4.67","4.49","4.75","4.58","4.34","15251 - GRT THERTCL IDEAS CS",9.1
"982",982,982,"Spring","2015","ADA, A. (co-taught)","CS","15251","GRT THERTCL IDEAS CS","1","Lect","106","170","62%","16.61","4.65","4.49","4.46","4.2","4.68","4.41","4.73","4.48","4.34","15251 - GRT THERTCL IDEAS CS",9.1
"983",983,983,"Spring","2015","CHRISTOS KAPOUTSIS","CS","15251","GRT THERTCL IDEAS CS","2","Lect","21","28","75%","15.52","4.75","4.65","4.6","4.1","4.65","4.55","4.75","4.65","4.6","15251 - GRT THERTCL IDEAS CS",9.1
"984",984,984,"Spring","2015","THOMAS CORTINA","CS","15292","ST HISTORY COMUTNG","A3","Lect","9","15","60%","7.33","4.89","4.89","4.63","4.44","4.89","5","5","5","4.78","15292 - ST HISTORY COMUTNG",9.1
"985",985,985,"Spring","2015","DAVID TOURETZKY","CS","15294","ST: RAPID PROTYP TEC","A3","Lect","11","23","48%","10.82","4.18","3.73","4.09","3.82","4.55","4.09","4.45","4.18","4","15294 - ST: RAPID PROTYP TEC",9.1
"986",986,986,"Spring","2015","DAVID TOURETZKY","CS","15294","ST: RAPID PROTYP TEC","A4","Lect","12","21","57%","6.75","4.17","4.08","4.08","3.5","4.25","4.5","4","3.92","4.25","15294 - ST: RAPID PROTYP TEC",9.1
"987",987,987,"Spring","2015","DANIEL SLEATOR","CS","15295","COMPTN PGMG PBL SLVG","A","Lect","8","19","42%","4.63","4.63","4.88","4.63","4.5","4.5","4.38","4.75","4.63","5","15295 - COMPTN PGMG PBL SLVG",9.1
"988",988,988,"Spring","2015","CAROL FRIEZE","CS","15296","ST:IMAGES OF COMPTNG","A4","Lect","6","12","50%","4.4","4.83","4.83","5","4.5","5","5","4.67","4.67","4.83","15296 - ST:IMAGES OF COMPTNG",9.1
"989",989,989,"Spring","2015","MARY DIAS","CS","15302","ST: INNV UNDSRVD COM","A3","Lect","4","5","80%","7.25","5","4.75","4.75","4.5","5","5","5","5","5","15302 - ST: INNV UNDSRVD COM",9.1
"990",990,990,"Spring","2015","MARY DIAS","CS","15303","ST:SM INNVG UNDS COM","A4","Lect","8","24","33%","7.63","4.88","4.63","4.38","4.75","4.38","4.25","4.75","4.63","4.5","15303 - ST:SM INNVG UNDS COM",9.1
"991",991,991,"Spring","2015","KARL CRARY","CS","15312","FNDTNS PROGRMG LANG","1","Lect","31","53","58%","10.4","4.4","4.37","4.4","3.93","4.67","4.43","4.37","4.5","4.53","15312 - FNDTNS PROGRMG LANG",9.1
"992",992,992,"Spring","2015","ILIANO CERVESATO","CS","15312","FNDTNS PROGRMG LANG","W","Lect","7","11","64%","23.43","4.14","4.14","4.14","4.43","3.71","3.86","3.86","4","3.29","15312 - FNDTNS PROGRMG LANG",9.1
"993",993,993,"Spring","2015","STEPHEN BROOKES","CS","15314","ST:PRG LNG SEMANTICS","A","Lect","7","14","50%","8.43","4.43","3.71","4.29","3.43","4.14","4.43","4.33","4.14","4.14","15314 - ST:PRG LNG SEMANTICS",9.1
"994",994,994,"Spring","2015","MAJD SAKR","CS","15319","CLOUD COMPUTING","A","Lect","1","2","50%","11","5","5","5","5","5","5","5","5","5","15319 - CLOUD COMPUTING",9.1
"995",995,995,"Spring","2015","MAJD SAKR","CS","15319","CLOUD COMPUTING","B","Lect","4","8","50%","18.75","3.25","2.75","3.25","3.25","3.25","3","3.25","3.25","3","15319 - CLOUD COMPUTING",9.1
"996",996,996,"Spring","2015","DANNENBERG, R. (co-taught)","CS","15322","INTRO COMPUTER MUSIC","A","Lect","46","70","66%","8.33","3.98","3.71","3.78","3.49","3.91","3.64","4.48","3.56","3.56","15322 - INTRO COMPUTER MUSIC",9.1
"997",997,997,"Spring","2015","STILES, J. (co-taught)","CS","15322","INTRO COMPUTER MUSIC","A","Lect","46","70","66%","8.45","4.07","4.02","3.85","3.73","4.05","3.88","4.41","3.8","3.8","15322 - INTRO COMPUTER MUSIC",9.1
"998",998,998,"Spring","2015","SAQUIB RAZAK","CS","15348","EMBEDDED SYSTEMS","W","Lect","2","4","50%","15.5","5","5","5","5","5","5","5","5","5","15348 - EMBEDDED SYSTEMS",9.1
"999",999,999,"Spring","2015","VICTOR ADAMCHIK","CS","15355","MDRN COMPUTR ALGEBRA","A","Lect","12","20","60%","9","3.58","4","4.17","3","4.25","3.67","3.33","3.42","3.75","15355 - MDRN COMPUTR ALGEBRA",9.1
"1000",1000,1000,"Spring","2015","MOR HARCHOL-BALTER","CS","15359","PROBABILITY & COMPTG","1","Lect","24","33","73%","10.88","4.96","4.88","4.92","4.38","4.88","4.92","4.42","4.83","4.67","15359 - PROBABILITY & COMPTG",9.1
"1001",1001,1001,"Spring","2015","DUESING, J. (co-taught)","CS","15365","EXPERIMNTL ANIMATION","A","Lect","9","15","60%","13","4.38","3.88","3.88","4.88","4.25","3.5","4.5","4.38","4","15365 - EXPERIMNTL ANIMATION",9.1
"1002",1002,1002,"Spring","2015","HODGINS, J. (co-taught)","CS","15365","EXPERIMNTL ANIMATION","A","Lect","9","15","60%","13","4","3.88","3.88","4.13","4","3.5","4.25","4","4","15365 - EXPERIMNTL ANIMATION",9.1
"1003",1003,1003,"Spring","2015","TAI-SING LEE","CS","15386","NEURAL COMPUTATION","A","Lect","21","24","88%","8.43","4.14","3.71","3.43","3.24","4.29","3.3","4","3.48","3.76","15386 - NEURAL COMPUTATION",9.1
"1004",1004,1004,"Spring","2015","DAVID ECKHARDT","CS","15410","OP SYS DESIGN & IMPL","A","Lect","23","25","92%","22.68","4.68","4.45","4.64","4.41","4.73","4.41","4.45","4.64","4.41","15410 - OP SYS DESIGN & IMPL",9.1
"1005",1005,1005,"Spring","2015","ROSSO-LLOPART, M. (co-taught)","CS","15413","SFTWR ENGRG PRACTCUM","A","Lect","7","21","33%","12.29","4.29","3.71","4.29","4","4","4","4.43","4.14","4.43","15413 - SFTWR ENGRG PRACTCUM",9.1
"1006",1006,1006,"Spring","2015","GARROD, C. (co-taught)","CS","15413","SFTWR ENGRG PRACTCUM","A","Lect","7","21","33%","11.43","4.14","3.86","4","3.86","4.29","4.14","4.29","4.14","4.29","15413 - SFTWR ENGRG PRACTCUM",9.1
"1007",1007,1007,"Spring","2015","FALOUTSOS, C. (co-taught)","CS","15415","DATABASE APPLICATNS","1","Lect","18","29","62%","8.83","4.33","4.39","4.39","3.89","4.39","4.33","4.39","4.22","4.11","15415 - DATABASE APPLICATNS",9.1
"1008",1008,1008,"Spring","2015","PAVLO, A. (co-taught)","CS","15415","DATABASE APPLICATNS","1","Lect","18","29","62%","8.33","4.33","4.39","4.33","3.83","4.39","4.28","4.28","4.22","4.11","15415 - DATABASE APPLICATNS",9.1
"1009",1009,1009,"Spring","2015","MOHAMMAD HAMMOUD","CS","15415","DATABASE APPLICATNS","W","Lect","4","5","80%","14.5","5","4.75","5","4.5","5","5","4.75","5","5","15415 - DATABASE APPLICATNS",9.1
"1010",1010,1010,"Spring","2015","KAYVON FATAHALIAN","CS","15418","PRLL COMP ARC & PGMG","A","Lect","44","80","55%","12.23","4.86","4.86","4.88","4.72","4.93","4.91","4.91","4.89","4.82","15418 - PRLL COMP ARC & PGMG",9.1
"1011",1011,1011,"Spring","2015","BHIKSHA RAMAKRISHNAN","CS","15423","ST DGTL SIG PRCG CS","A","Lect","1","2","50%","8","5","4","4","4","4","3","5","4","4","15423 - ST DGTL SIG PRCG CS",9.1
"1012",1012,1012,"Spring","2015","JEFFREY EPPINGER","CS","15437","WEB APPLCTN DEVLPMNT","A","Lect","32","45","71%","10.53","4.47","4.47","4.44","4.25","4.53","4.38","4.53","4.38","4.5","15437 - WEB APPLCTN DEVLPMNT",9.1
"1013",1013,1013,"Spring","2015","SATYANARAYANAN, M. (co-taught)","CS","15440","DISTRIBUTED SYSTEMS","A","Lect","37","69","54%","15.33","4.31","3.61","4.06","3.67","4.31","4.17","4.28","3.97","3.69","15440 - DISTRIBUTED SYSTEMS",9.1
"1014",1014,1014,"Spring","2015","PILLAI, P. (co-taught)","CS","15440","DISTRIBUTED SYSTEMS","A","Lect","37","69","54%","15.11","4.33","3.86","4.14","3.94","4.28","4.14","4.39","3.97","3.67","15440 - DISTRIBUTED SYSTEMS",9.1
"1015",1015,1015,"Spring","2015","KHALED HARRAS","CS","15441","COMPUTER NETWORKS","W","Lect","4","7","57%","20.75","5","4.5","5","4.5","5","4.75","5","5","4.5","15441 - COMPUTER NETWORKS",9.1
"1016",1016,1016,"Spring","2015","SLEATOR, D. (co-taught)","CS","15451","ALGORITHM DES & ANLS","1","Lect","36","75","48%","11.33","3.91","3.69","3.8","3.09","3.89","3.77","3.83","3.47","3.31","15451 - ALGORITHM DES & ANLS",9.1
"1017",1017,1017,"Spring","2015","ADAMCHIK, V. (co-taught)","CS","15451","ALGORITHM DES & ANLS","1","Lect","36","75","48%","11.17","3.5","3.62","3.62","3.03","3.65","3.38","3.65","3.23","3.31","15451 - ALGORITHM DES & ANLS",9.1
"1018",1018,1018,"Spring","2015","CHRISTOS KAPOUTSIS","CS","15451","ALGORITHM DES & ANLS","2","Lect","12","12","100%","14.67","4.58","4.42","4.5","4.42","4.58","4.83","4.67","4.58","4.42","15451 - ALGORITHM DES & ANLS",9.1
"1019",1019,1019,"Spring","2015","STEVEN RUDICH","CS","15453","FRML LNG ATMT & CMPB","A","Lect","18","24","75%","16.22","3.89","3.11","3.22","2.83","3.56","3.06","4.33","2.94","2.44","15453 - FRML LNG ATMT & CMPB",9.1
"1020",1020,1020,"Spring","2015","KLAUS SUTNER","CS","15454","ST CMPTNL AUTM THRY","A","Lect","3","3","100%","5","5","5","5","5","5","5","5","5","5","15454 - ST CMPTNL AUTM THRY",9.1
"1021",1021,1021,"Spring","2015","ANUPAM GUPTA","CS","15457","TPCS ALGRTHMS/THEORY","A","Lect","1","2","50%","11","5","5","4","4","4","5","5","5","4","15457 - TPCS ALGRTHMS/THEORY",9.1
"1022",1022,1022,"Spring","2015","NANCY POLLARD","CS","15462","COMPUTER GRAPHICS","A","Lect","17","30","57%","10.18","3.82","3.94","3.94","3.53","4.24","3.94","4.35","3.76","3.82","15462 - COMPUTER GRAPHICS",9.1
"1023",1023,1023,"Spring","2015","NANCY POLLARD","CS","15464","TECHNICAL ANIMATION","A","Lect","2","4","50%","6.5","4.5","4","4","4.5","4.5","4.5","4.5","4.5","5","15464 - TECHNICAL ANIMATION",9.1
"1024",1024,1024,"Spring","2015","DAVID TOURETZKY","CS","15494","ST:COGNTVE ROBOTICS","1","Lect","3","4","75%","6","3.67","3.33","3","4.33","3.67","4.33","4.33","3.67","3.67","15494 - ST:COGNTVE ROBOTICS",9.1
"1025",1025,1025,"Spring","2015","GREGORY KESDEN","CS","15498","ST: FORENSIC CMP SCI","A","Lect","13","20","65%","3.36","4.77","4.15","4.31","4.23","4.77","4.69","4.69","4.69","4.62","15498 - ST: FORENSIC CMP SCI",9.1
"1026",1026,1026,"Spring","2015","GREGORY KESDEN","CS","15513","INTRO COMPUTER SYSTM","A","Lect","105","133","79%","17.27","4.46","4.49","4.5","4.16","4.53","4.48","4.38","4.48","4.58","15513 - INTRO COMPUTER SYSTM",9.1
"1027",1027,1027,"Spring","2015","MARY DIAS","CS","15603","ST SM INNV UNDV COMM","A4","Lect","1","2","50%","8","5","5","5","5","5","5","5","5","5","15603 - ST SM INNV UNDV COMM",9.1
"1028",1028,1028,"Spring","2015","DAVID ECKHARDT","CS","15605","OPRG SYS DSG IMPLMN","A","Lect","19","24","79%","24.79","4.58","4.84","4.83","4.56","4.89","4.63","4.84","4.67","4.89","15605 - OPRG SYS DSG IMPLMN",9.1
"1029",1029,1029,"Spring","2015","FALOUTSOS, C. (co-taught)","CS","15615","DATABASE APPLICATNS","1","Lect","26","33","79%","9.15","4.77","4.73","4.92","4.58","4.81","4.77","4.85","4.77","4.69","15615 - DATABASE APPLICATNS",9.1
"1030",1030,1030,"Spring","2015","PAVLO, A. (co-taught)","CS","15615","DATABASE APPLICATNS","1","Lect","26","33","79%","9.3","4.69","4.62","4.69","4.62","4.69","4.69","4.69","4.65","4.65","15615 - DATABASE APPLICATNS",9.1
"1031",1031,1031,"Spring","2015","ANDREW PAVLO","CS","15615","DATABASE APPLICATNS","C","Lect","4","8","50%","8","4.67","4.33","4.67","4.33","4.67","4.33","4.33","4.33","4.33","15615 - DATABASE APPLICATNS",9.1
"1032",1032,1032,"Spring","2015","KAYVON FATAHALIAN","CS","15618","PARL CMP ARC PRGNG","A","Lect","33","45","73%","16.3","4.94","4.91","4.94","4.79","4.91","4.91","4.79","4.94","4.88","15618 - PARL CMP ARC PRGNG",9.1
"1033",1033,1033,"Spring","2015","MAJD SAKR","CS","15619","CLOUD COMPUTING","A","Lect","38","56","68%","23.32","3.87","3.78","3.95","3.26","3.76","3.66","3.82","3.63","3.95","15619 - CLOUD COMPUTING",9.1
"1034",1034,1034,"Spring","2015","MAJD SAKR","CS","15619","CLOUD COMPUTING","B","Lect","33","46","72%","24.16","4.24","4.27","4.21","4","4.21","4","4.21","4","4.48","15619 - CLOUD COMPUTING",9.1
"1035",1035,1035,"Spring","2015","MAJD SAKR","CS","15619","CLOUD COMPUTING","D","Lect","15","15","100%","25.86","4.5","4.47","4.6","4.33","4.53","4.2","4.71","4.33","4.67","15619 - CLOUD COMPUTING",9.1
"1036",1036,1036,"Spring","2015","MAJD SAKR","CS","15619","CLOUD COMPUTING","E","Lect","7","11","64%","25.14","4.14","3.71","3.57","3.43","3.86","3.43","4.43","3.57","3.71","15619 - CLOUD COMPUTING",9.1
"1037",1037,1037,"Spring","2015","BHIKSHA RAMAKRISHNAN","CS","15623","ST DGTL SIG PRCG C","A","Lect","2","3","67%","9.5","4.5","4","4","4.5","3.5","3.5","5","4","4","15623 - ST DGTL SIG PRCG C",9.1
"1038",1038,1038,"Spring","2015","JEFFREY EPPINGER","CS","15637","WEB APPLCTN DEVLPMNT","A","Lect","58","62","94%","13.36","4.55","4.67","4.66","4.48","4.62","4.52","4.72","4.59","4.55","15637 - WEB APPLCTN DEVLPMNT",9.1
"1039",1039,1039,"Spring","2015","SATYANARAYANAN, M. (co-taught)","CS","15640","DISTRIBUTED SYSTEMS","A","Lect","54","60","90%","17.04","4.88","4.83","4.73","4.69","4.85","4.81","4.88","4.77","4.72","15640 - DISTRIBUTED SYSTEMS",9.1
"1040",1040,1040,"Spring","2015","PILLAI, P. (co-taught)","CS","15640","DISTRIBUTED SYSTEMS","A","Lect","54","60","90%","17.34","4.85","4.79","4.76","4.79","4.8","4.77","4.87","4.75","4.66","15640 - DISTRIBUTED SYSTEMS",9.1
"1041",1041,1041,"Spring","2015","GIBSON, G. (co-taught)","CS","15648","STUDIO DATA SYSTEMS","A","Lect","21","29","72%","10.19","4.86","4.71","4.76","4.71","4.81","4.71","4.81","4.86","4.76","15648 - STUDIO DATA SYSTEMS",9.1
"1042",1042,1042,"Spring","2015","SAKR, M. (co-taught)","CS","15648","STUDIO DATA SYSTEMS","A","Lect","21","29","72%","10.3","4.8","4.65","4.65","4.6","4.55","4.7","4.75","4.7","4.65","15648 - STUDIO DATA SYSTEMS",9.1
"1043",1043,1043,"Spring","2015","GIBSON, G. (co-taught)","CS","15649","SEMINAR DATA SYSTEMS","A","Lect","21","32","66%","8.05","4.6","4.55","4.65","4.55","4.65","4.65","4.65","4.65","4.5","15649 - SEMINAR DATA SYSTEMS",9.1
"1044",1044,1044,"Spring","2015","SAKR, M. (co-taught)","CS","15649","SEMINAR DATA SYSTEMS","A","Lect","21","32","66%","7.58","4.63","4.58","4.63","4.58","4.68","4.68","4.74","4.68","4.53","15649 - SEMINAR DATA SYSTEMS",9.1
"1045",1045,1045,"Spring","2015","SLEATOR, D. (co-taught)","CS","15651","ALGORITHM DES & ANLS","1","Lect","6","6","100%","15.67","5","5","5","4.67","4.67","4.83","5","4.83","4.83","15651 - ALGORITHM DES & ANLS",9.1
"1046",1046,1046,"Spring","2015","ADAMCHIK, V. (co-taught)","CS","15651","ALGORITHM DES & ANLS","1","Lect","6","6","100%","15.67","4.67","4.33","4.33","3.83","4.5","4","5","4.33","5","15651 - ALGORITHM DES & ANLS",9.1
"1047",1047,1047,"Spring","2015","KARL CRARY","CS","15652","FNDTN PROGMG LANGUAG","1","Lect","2","2","100%","8","5","4","5","4.5","4.5","5","5","4","4.5","15652 - FNDTN PROGMG LANGUAG",9.1
"1048",1048,1048,"Spring","2015","MOR HARCHOL-BALTER","CS","15659","PROBLTY & COMPUTING","1","Lect","10","11","91%","15.8","4.9","4.8","4.9","4.5","4.9","4.8","4.8","4.9","4.7","15659 - PROBLTY & COMPUTING",9.1
"1049",1049,1049,"Spring","2015","LIMAURO, C. (co-taught)","CS","15661","IN & EXP PSCH BRD LG","A4","Lect","6","17","35%","3.5","4.17","4.33","4","4","4","3.83","4.5","4","3.5","15661 - IN & EXP PSCH BRD LG",9.1
"1050",1050,1050,"Spring","2015","SHIMIZU, E. (co-taught)","CS","15661","IN & EXP PSCH BRD LG","A4","Lect","6","17","35%","3.5","4.17","4.17","4.33","4.67","4.5","4.33","4.83","4.33","3.5","15661 - IN & EXP PSCH BRD LG",9.1
"1051",1051,1051,"Spring","2015","NANCY POLLARD","CS","15662","COMPUTER GRAPHICS","A","Lect","26","28","93%","16.62","4.54","4.77","4.73","4.31","4.65","4.69","4.88","4.69","4.65","15662 - COMPUTER GRAPHICS",9.1
"1052",1052,1052,"Spring","2015","NANCY POLLARD","CS","15664","TECHNICAL ANIMATION","A","Lect","7","9","78%","15.43","4.86","4.86","4.86","4.71","4.86","4.86","5","4.86","4.86","15664 - TECHNICAL ANIMATION",9.1
"1053",1053,1053,"Spring","2015","TAI-SING LEE","CS","15686","NEURAL COMPUTATION","A","Lect","4","5","80%","9.5","4.5","4.25","4.25","4","4.5","4.25","4.5","4","4.25","15686 - NEURAL COMPUTATION",9.1
