"","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"6663","Fall","2012","RAMESH KRISHNAMURTI","ARC","48724","PARAMETRIC DESIGN","A2","Lect","3","10","30%","9","4.33","4.67","4.67","4","4.67","4","5","4","4","48724 - PARAMETRIC DESIGN","48724 Fall"
"6664","Fall","2012","BECKY MINGO","ARC","48725","REAL EST DSGN DVLPMT","A","Lect","9","10","90%","7.67","4.33","3.67","4.11","3.67","3.89","3.11","4.78","3.56","3.78","48725 - REAL EST DSGN DVLPMT","48725 Fall"
"6665","Fall","2012","VIVIAN LOFTNESS","ARC","48729","PROD HLTH QUAL BLDGS","A","Lect","14","26","54%","6.71","4.5","4.64","4.64","4.71","4.71","4.64","4.71","4.57","4.5","48729 - PROD HLTH QUAL BLDGS","48729 Fall"
"6666","Fall","2012","IAN OAKLEY","ARC","48730","THINKING WTH THINGS","A","Lect","5","9","56%","5.6","4.6","4.2","3.8","4.6","3.6","4.4","5","4.2","4.4","48730 - THINKING WTH THINGS","48730 Fall"
"6667","Fall","2012","VOLKER HARTKOPF","ARC","48738","SP TPCS: ECOLG FTPRN","A","Lect","4","9","44%","5.75","4.5","3.25","3.25","3.75","4.5","3.25","5","4","3.75","48738 - SP TPCS: ECOLG FTPRN","48738 Fall"
"6668","Fall","2012","NICHOLAS DURRANT","ARC","48739","MKG THNGS INTACTV GR","A","Lect","7","11","64%","7.57","4.71","4","4.29","4.71","4.57","4.14","5","4.57","4.43","48739 - MKG THNGS INTACTV GR","48739 Fall"
"6669","Fall","2012","KELLY HUTZELL","ARC","48753","URBAN DESIGN METHODS","A","Lect","5","5","100%","11","4.8","4.4","4.8","4.4","4.25","4.4","4.6","4.4","4.2","48753 - URBAN DESIGN METHODS","48753 Fall"
"6670","Fall","2012","OMER AKIN","ARC","48759","VALUE BASED DSG IND","A1","Lect","13","17","76%","8.5","4.46","4.08","4.31","4.31","4.46","4.23","4.85","4.46","4.15","48759 - VALUE BASED DSG IND","48759 Fall"
"6671","Fall","2012","OMER AKIN","ARC","48760","VAL BSD DSG EMB COMG","A2","Lect","9","15","60%","6","4.44","4.44","4.33","4.33","4.56","4.56","4.44","4.33","4.22","48760 - VAL BSD DSG EMB COMG","48760 Fall"
"6672","Fall","2012","NINA BAIRD","ARC","48795","LEED BLDGS GREEN DES","A1","Lect","16","22","73%","10.63","4.88","4.8","4.75","4.56","4.75","4.63","4.75","4.69","4.75","48795 - LEED BLDGS GREEN DES","48795 Fall"
"6673","Fall","2012","NINA BAIRD","ARC","48795","LEED BLDGS GREEN DES","A2","Lect","19","25","76%","9.89","4.89","4.95","4.89","4.84","4.79","4.95","4.89","4.89","4.89","48795 - LEED BLDGS GREEN DES","48795 Fall"
"6674","Fall","2012","JENNIFER MYERS","ART","60101","CONCEPT STUDIO I","A","Lect","8","15","53%","9.13","4","3.38","3.38","3.25","3.75","3.38","4.5","3.38","3.5","60101 - CONCEPT STUDIO I","60101 Fall"
"6675","Fall","2012","LOWRY BURGESS","ART","60101","CONCEPT STUDIO I","B","Lect","11","19","58%","10.18","4.64","3.91","3.91","4.09","4.45","4.55","4.27","4.82","4.64","60101 - CONCEPT STUDIO I","60101 Fall"
"6676","Fall","2012","ANDREW JOHNSON","ART","60101","CONCEPT STUDIO I","C","Lect","12","19","63%","9.5","4.33","2.83","3.25","4.17","4.36","3.42","4.17","4.17","4.25","60101 - CONCEPT STUDIO I","60101 Fall"
"6677","Fall","2012","ELAINE KING","ART","60104","CONTEMP ISSUES FORUM","A","Lect","16","30","53%","2.56","3.88","4.25","4.13","3.75","4.13","4.25","4.5","4.13","4","60104 - CONTEMP ISSUES FORUM","60104 Fall"
"6678","Fall","2012","JONATHAN ARMISTEAD","ART","60130","3-D MEDIA STUDIO I","A1","Lect","2","8","25%","12.5","4","4","4.5","3.5","3.5","3","3.5","4","4","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6679","Fall","2012","JONATHAN ARMISTEAD","ART","60130","3-D MEDIA STUDIO I","A2","Lect","4","7","57%","11","4.5","4.5","4.5","4.75","4.5","4.75","4.25","4.5","4.5","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6680","Fall","2012","ALI MOMENI","ART","60130","3-D MEDIA STUDIO I","B1","Lect","6","9","67%","10","3.83","3","2.83","4.17","4.17","2.83","5","3.67","3.83","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6681","Fall","2012","ALI MOMENI","ART","60130","3-D MEDIA STUDIO I","B2","Lect","10","13","77%","8","3.8","3.9","3.7","4.1","3.8","3.7","3.8","4","3.6","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6682","Fall","2012","CAROL KUMATA","ART","60130","3-D MEDIA STUDIO I","C1","Lect","4","10","40%","10.25","3.5","3.25","4","3.5","3.75","3.25","3.75","3.75","3.5","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6683","Fall","2012","CAROL KUMATA","ART","60130","3-D MEDIA STUDIO I","C2","Lect","4","9","44%","8.75","3.5","3.75","3.75","4","3.75","3.75","4","4","3.75","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6684","Fall","2012","JOSEPH MANNINO","ART","60130","3-D MEDIA STUDIO I","D1","Lect","6","13","46%","8.5","4.33","4.17","3.83","4.5","4.67","4.33","4.5","4.17","4.17","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6685","Fall","2012","JOSEPH MANNINO","ART","60130","3-D MEDIA STUDIO I","D2","Lect","6","10","60%","8.5","4.33","4.17","4","4.33","3.83","4.33","4.33","4.33","4.33","60130 - 3-D MEDIA STUDIO I","60130 Fall"
"6686","Fall","2012","ELIZABETH GRIFFIN","ART","60141","B & W PHOTOGRAPHY I","A","Lect","3","5","60%","10","5","5","5","5","4.67","5","5","5","5","60141 - B & W PHOTOGRAPHY I","60141 Fall"
"6687","Fall","2012","JAMIE GRUZSKA","ART","60141","B & W PHOTOGRAPHY I","B","Lect","4","7","57%","11.75","5","4.75","4.75","5","4.75","4.5","5","4.5","5","60141 - B & W PHOTOGRAPHY I","60141 Fall"
"6688","Fall","2012","IVETTE SPRADLIN","ART","60141","B & W PHOTOGRAPHY I","C","Lect","2","2","100%","12.5","4.5","3","3.5","3.5","4","3","4.5","4","5","60141 - B & W PHOTOGRAPHY I","60141 Fall"
"6689","Fall","2012","PATRICIA BELLAN-GILLEN","ART","60150","2D MDA STD: DRAWING","A","Lect","7","14","50%","9.71","5","4.57","4.43","4.86","4.43","4.71","4.86","4.86","4.86","60150 - 2D MDA STD: DRAWING","60150 Fall"
"6690","Fall","2012","ANDREW JOHNSON","ART","60150","2D MDA STD: DRAWING","B","Lect","8","13","62%","11.75","4","2.75","2.63","3.5","3.75","2.25","3.75","2.88","3","60150 - 2D MDA STD: DRAWING","60150 Fall"
"6691","Fall","2012","MARY WEIDNER","ART","60150","2D MDA STD: DRAWING","C","Lect","11","15","73%","10.45","4.73","4.64","4.73","4.27","4.45","4.45","4.55","4.55","4.64","60150 - 2D MDA STD: DRAWING","60150 Fall"
"6692","Fall","2012","KRISTEN KOVAK","ART","60150","2D MDA STD: DRAWING","D","Lect","7","8","88%","8.43","4.71","4.71","5","4.71","4.57","4.71","4.86","4.57","4.43","60150 - 2D MDA STD: DRAWING","60150 Fall"
"6693","Fall","2012","JESSE ENGLAND","ART","60201","CONCEPT STUDIO II","A","Lect","11","12","92%","9.36","4.82","4.91","4.82","4.73","4.64","4.73","4.91","4.91","4.82","60201 - CONCEPT STUDIO II","60201 Fall"
"6694","Fall","2012","SUZIE SILVER","ART","60201","CONCEPT STUDIO II","B","Lect","9","13","69%","8.67","4.22","3.89","4.22","3.78","4.33","4.22","3.44","4.11","4.11","60201 - CONCEPT STUDIO II","60201 Fall"
"6695","Fall","2012","JON BECKLEY","ART","60201","CONCEPT STUDIO II","C","Lect","4","5","80%","11","4.5","3.75","3.75","4.5","4.5","4.25","4.75","4.5","4.5","60201 - CONCEPT STUDIO II","60201 Fall"
"6696","Fall","2012","CHARLES ROSENBLUM","ART","60205","MOD VIS CL 1789-1945","A","Lect","26","40","65%","3.92","2.31","2.38","2.31","2","2.54","2.58","2.77","2.12","2.08","60205 - MOD VIS CL 1789-1945","60205 Fall"
"6697","Fall","2012","GOLAN LEVIN","ART","60210","ELEC MEDIA STUDIO II","A","Lect","13","13","100%","9.85","4.85","4.08","4.46","4.54","4.69","4.38","4.23","4.54","4.38","60210 - ELEC MEDIA STUDIO II","60210 Fall"
"6698","Fall","2012","RICHARD PELL","ART","60210","ELEC MEDIA STUDIO II","B","Lect","12","12","100%","8.82","3.83","3.5","3.58","3.58","3.5","3.42","3.92","3.42","3.42","60210 - ELEC MEDIA STUDIO II","60210 Fall"
"6699","Fall","2012","PAOLO PEDERCINI","ART","60210","ELEC MEDIA STUDIO II","C","Lect","6","11","55%","9","3.67","3.5","3.67","3.33","3.5","4","3.83","3.67","3.67","60210 - ELEC MEDIA STUDIO II","60210 Fall"
"6700","Fall","2012","MARTIN PREKOP","ART","60241","BL & WHT PHOTOGHY II","A","Lect","2","4","50%","9.5","4","3.5","4.5","4.5","5","4.5","4.5","4","4","60241 - BL & WHT PHOTOGHY II","60241 Fall"
"6701","Fall","2012","SUSANNE SLAVICK","ART","60250","2D MDA STD: PAINTING","A","Lect","5","10","50%","11.6","4","4","3.8","4","4.2","3.8","4.4","4.2","4.2","60250 - 2D MDA STD: PAINTING","60250 Fall"
"6702","Fall","2012","SUSANNE SLAVICK","ART","60250","2D MDA STD: PAINTING","B","Lect","12","14","86%","13.5","4.83","4.83","4.75","4.83","5","4.75","4.92","5","4.92","60250 - 2D MDA STD: PAINTING","60250 Fall"
"6703","Fall","2012","KIMBERLY BECK","ART","60251","2D MEDA STD:PRT MEDA","A","Lect","4","8","50%","13.25","4.5","4.5","4.25","4.5","4","4.5","3.75","4.5","4.75","60251 - 2D MEDA STD:PRT MEDA","60251 Fall"
"6704","Fall","2012","JAMES ROBERTS","ART","60257","CMPUT ARTS W/PROCESS","A","Lect","6","6","100%","7.5","4.67","4.67","4.67","4.5","3.67","4.83","4.83","4.33","4.5","60257 - CMPUT ARTS W/PROCESS","60257 Fall"
"6705","Fall","2012","PATRICIA MAURIDES","ART","60268","NEUROPHOTO","A","Lect","3","3","100%","11","4.67","4.67","4.33","4.33","4","4.67","4.67","4.67","4.67","60268 - NEUROPHOTO","60268 Fall"
"6706","Fall","2012","LEO HSU","ART","60331","CRITCL IS DOCM PHTGY","A","Lect","2","4","50%","6.5","5","4","4","4","4.5","3.5","5","4","4","60331 - CRITCL IS DOCM PHTGY","60331 Fall"
"6707","Fall","2012","EDITH BALAS","ART","60357","PICASO & 20C ART","A","Lect","2","6","33%","8","3","3.5","3","3.5","3.5","3","2.5","2.5","3","60357 - PICASO & 20C ART","60357 Fall"
"6708","Fall","2012","HILARY ROBINSON","ART","60360","FEMINISM ART THEORY","A","Lect","7","9","78%","5","4.57","4.29","4.57","4.29","5","4.57","5","4.43","4.29","60360 - FEMINISM ART THEORY","60360 Fall"
"6709","Fall","2012","MELISSA RAGONA","ART","60371","BREATHLESS: INTL CIN","A","Lect","14","17","82%","8.21","4.21","3.5","3.57","3.79","4.36","4","4.5","4","4","60371 - BREATHLESS: INTL CIN","60371 Fall"
"6710","Fall","2012","AARON BLUM","ART","60380","CLR PHTGY DGT OUTPUT","A","Lect","1","3","33%","11","4","3","4","5","5","5","5","5","5","60380 - CLR PHTGY DGT OUTPUT","60380 Fall"
"6711","Fall","2012","MELISSA RAGONA","ART","60387","SPECIAL TOPICS","A","Lect","9","12","75%","6.13","4.89","4.44","4.56","4.78","4.78","4.33","4.67","4.67","4.67","60387 - SPECIAL TOPICS","60387 Fall"
"6712","Fall","2012","HILARY ROBINSON","ART","60391","SPECIAL TOPICS","A","Lect","2","8","25%","12.5","5","5","5","4.5","4.5","5","5","5","5","60391 - SPECIAL TOPICS","60391 Fall"
"6713","Fall","2012","MANNINO, J. (co-taught)","ART","60401","SENIOR STUDIO","A","Lect","13","29","45%","13.77","4.58","4.42","4.33","4.75","4.58","4.5","4.83","4.58","4.5","60401 - SENIOR STUDIO","60401 Fall"
"6714","Fall","2012","WEIDNER, M. (co-taught)","ART","60401","SENIOR STUDIO","A","Lect","13","29","45%","13.1","4.55","4.45","4.36","4.55","4.55","4.45","4.7","4.55","4.45","60401 - SENIOR STUDIO","60401 Fall"
"6715","Fall","2012","MERRELL, C. (co-taught)","ART","60401","SENIOR STUDIO","A","Lect","13","29","45%","13.1","4.67","4.5","4.58","4.67","4.58","4.75","4.75","4.67","4.58","60401 - SENIOR STUDIO","60401 Fall"
"6716","Fall","2012","PELL, R. (co-taught)","ART","60401","SENIOR STUDIO","A","Lect","13","29","45%","12.67","4.56","4.44","4.44","4.56","4.44","4.56","4.78","4.56","4.44","60401 - SENIOR STUDIO","60401 Fall"
"6717","Fall","2012","MANNINO, J. (co-taught)","ART","60403","BHA BSA BCSA SNR STD","A","Lect","2","6","33%","12.5","4.5","3.5","3.5","4","4","3.5","4","4","3.5","60403 - BHA BSA BCSA SNR STD","60403 Fall"
"6718","Fall","2012","WEIDNER, M. (co-taught)","ART","60403","BHA BSA BCSA SNR STD","A","Lect","2","6","33%","12.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","60403 - BHA BSA BCSA SNR STD","60403 Fall"
"6719","Fall","2012","MERRELL, C. (co-taught)","ART","60403","BHA BSA BCSA SNR STD","A","Lect","2","6","33%","12.5","4.5","3.5","3","3.5","4.5","3.5","4","4","3.5","60403 - BHA BSA BCSA SNR STD","60403 Fall"
"6720","Fall","2012","PELL, R. (co-taught)","ART","60403","BHA BSA BCSA SNR STD","A","Lect","2","6","33%","11","4","4","4","4","4","4","4","4","4","60403 - BHA BSA BCSA SNR STD","60403 Fall"
"6721","Fall","2012","JAMES DUESING","ART","60415","ADV ETB: ANIMATION","A","Lect","9","16","56%","10.25","4.22","4.78","4.56","4.33","3.89","4.33","4.33","4.22","4.33","60415 - ADV ETB: ANIMATION","60415 Fall"
"6722","Fall","2012","SUZIE SILVER","ART","60424","ADV CP/ETB: SPEC TPC","A","Lect","9","12","75%","10.33","4.56","3.89","3.89","4","4.56","4.22","3.56","3.89","4","60424 - ADV CP/ETB: SPEC TPC","60424 Fall"
"6723","Fall","2012","PAOLO PEDERCINI","ART","60427","ADV ETB SPECIAL TOPC","A","Lect","14","21","67%","9.62","4.36","3.86","4","4.21","4.29","3.86","4.36","4.21","4.07","60427 - ADV ETB SPECIAL TOPC","60427 Fall"
"6724","Fall","2012","CAMILLE UTTERBACK","ART","60429","ADV ETB SPEC TOPIC","A","Lect","6","6","100%","12.5","4.83","4.83","4.83","4.67","4.67","4.67","4.67","4.5","4.67","60429 - ADV ETB SPEC TOPIC","60429 Fall"
"6725","Fall","2012","ROBERT BINGHAM","ART","60430","ADV SIS: OPN SCULPT","A","Lect","7","13","54%","8.86","4.86","4.86","4.86","4.86","4.86","4.86","4.86","4.86","4.86","60430 - ADV SIS: OPN SCULPT","60430 Fall"
"6726","Fall","2012","CAROL KUMATA","ART","60435","SIS: METALS","A","Lect","1","7","14%","8","4","5","5","4","4","5","5","4","5","60435 - SIS: METALS","60435 Fall"
"6727","Fall","2012","ALI MOMENI","ART","60439","ADV SIS:HYB INST BLG","A","Lect","6","7","86%","10.5","4.33","4.5","4.33","4.5","4.67","4.5","5","4.83","4.17","60439 - ADV SIS:HYB INST BLG","60439 Fall"
"6728","Fall","2012","JON RUBIN","ART","60448","ADV CP: SPEC TOPIC","A","Lect","1","6","17%","14","4","4","4","4","3","4","5","4","4","60448 - ADV CP: SPEC TOPIC","60448 Fall"
"6729","Fall","2012","KIMBERLY BECK","ART","60450","ADV DP3 DRAWING","A","Lect","6","10","60%","12","4.17","3.33","3.5","3.17","3.83","3.33","4.17","3.33","3","60450 - ADV DP3 DRAWING","60450 Fall"
"6730","Fall","2012","MARTIN PREKOP","ART","60453","ADV DP3 PAINTING","A","Lect","5","8","63%","10.4","4.2","3.2","3.8","4.2","4.4","4","4.2","3.6","4","60453 - ADV DP3 PAINTING","60453 Fall"
"6731","Fall","2012","PATRICIA BELLAN-GILLEN","ART","60473","ADV DP3 SP TOPIC","A","Lect","8","18","44%","11.43","5","4.63","4.75","4.63","4.63","5","5","5","4.88","60473 - ADV DP3 SP TOPIC","60473 Fall"
"6732","Fall","2012","JAMES SOUTHARD","ART","60474","DIGITAL IMAGING","A","Lect","7","9","78%","9.71","5","4.71","4.57","4.86","5","4.86","5","4.86","5","60474 - DIGITAL IMAGING","60474 Fall"
"6733","Fall","2012","LOWRY BURGESS","ART","60491","ADVD CP: SPACE ART","A","Lect","8","14","57%","10.63","4.88","4.13","4.5","4.88","5","4.75","5","4.88","5","60491 - ADVD CP: SPACE ART","60491 Fall"
"6734","Fall","2012","JAMES DUESING","ART","60495","ADVANCED STUDIO","A","Lect","6","12","50%","9.5","4.67","4.67","4.5","4.5","4.5","4.67","4.5","4.67","4","60495 - ADVANCED STUDIO","60495 Fall"
"6735","Fall","2012","ELAINE KING","ART","60701","MFA ACADEMIC SEMINAR","A","Lect","4","6","67%","8.75","4.75","3.5","3.75","4.5","4.25","3.5","5","4","3.75","60701 - MFA ACADEMIC SEMINAR","60701 Fall"
"6736","Fall","2012","JON RUBIN","ART","60706","MFA CONTEXTUAL PRACT","A","Lect","2","4","50%","5","4.5","3.5","4","4.5","4.5","4.5","4","4.5","3.5","60706 - MFA CONTEXTUAL PRACT","60706 Fall"
"6737","Fall","2012","SARAH ELDRIDGE","ART","60711","MFA WRITING SEMINAR","A","Lect","2","4","50%","11","4","4","4","4","4","4","4.5","4","4","60711 - MFA WRITING SEMINAR","60711 Fall"
"6738","Fall","2012","EMILY NEWMAN","ART","60791","MFA INTEGRATIVE SEM","A","Lect","8","17","47%","3.71","4.13","3.88","3.88","3.63","4.13","3.71","4","3.5","3.63","60791 - MFA INTEGRATIVE SEM","60791 Fall"
"6739","Fall","2012","DARIA WARD","CFA","62102","MODERN DANCE WRKSHP","A","Lect","8","20","40%","4.63","5","5","5","5","5","5","5","5","4.88","62102 - MODERN DANCE WRKSHP","62102 Fall"
"6740","Fall","2012","ELIZABETH GRIFFIN","CFA","62141","B & W PHOTOGRAPHY I","A","Lect","3","6","50%","11","4.67","4.33","4.33","4.67","4.67","4.67","5","4.67","4.67","62141 - B & W PHOTOGRAPHY I","62141 Fall"
"6741","Fall","2012","JAMIE GRUZSKA","CFA","62141","B & W PHOTOGRAPHY I","B","Lect","6","6","100%","10","5","4.17","4.5","5","5","5","5","5","5","62141 - B & W PHOTOGRAPHY I","62141 Fall"
"6742","Fall","2012","IVETTE SPRADLIN","CFA","62141","B & W PHOTOGRAPHY I","C","Lect","5","7","71%","11.6","3.6","4","3.6","3.4","4","3.8","4.2","3.6","3.6","62141 - B & W PHOTOGRAPHY I","62141 Fall"
"6743","Fall","2012","FRANCO SCIANNAMEO","CFA","62190","BXA FRSHMN INTCP SEM","A","Lect","6","9","67%","6","3.67","3.33","3","3","3.5","3.5","4","3.33","3","62190 - BXA FRSHMN INTCP SEM","62190 Fall"
"6744","Fall","2012","M. STEPHANIE MURRAY","CFA","62190","BXA FRSHMN INTCP SEM","B","Lect","5","13","38%","3.2","3.8","3.4","3.2","3.4","3.4","3.8","4","4","3.4","62190 - BXA FRSHMN INTCP SEM","62190 Fall"
"6745","Fall","2012","MARTIN PREKOP","CFA","62241","BL WH PHOTOGRPHY II","A","Lect","4","6","67%","11","4.75","4.5","4","4.5","4.75","4.25","4.25","5","5","62241 - BL WH PHOTOGRPHY II","62241 Fall"
"6746","Fall","2012","MARK PERROTT","CFA","62245","PORTRAIT PHOTOGRAPHY","A","Lect","3","8","38%","10","4.67","4.33","4.33","4.33","4.33","4.33","4.33","4.33","4.67","62245 - PORTRAIT PHOTOGRAPHY","62245 Fall"
"6747","Fall","2012","PATRICIA MAURIDES","CFA","62268","NEUROPHOTO","A","Lect","2","4","50%","5","5","4.5","4.5","5","3.5","4","4.5","4.5","4.5","62268 - NEUROPHOTO","62268 Fall"
"6748","Fall","2012","FRANCO SCIANNAMEO","CFA","62306","MUSIC-CINEMA CULTURE","A","Lect","12","19","63%","4.75","3.92","3.42","3.5","3.45","3.92","3.67","4.42","3.83","3.83","62306 - MUSIC-CINEMA CULTURE","62306 Fall"
"6749","Fall","2012","AARON SHKUDA","CFA","62317","BOHMN & OTH CLT RBL","A","Lect","1","3","33%","5","5","5","5","4","5","5","5","5","5","62317 - BOHMN & OTH CLT RBL","62317 Fall"
"6750","Fall","2012","CHARLEE BRODSKY","CFA","62326","PHOTOGRAPHIC NARRATV","A","Lect","3","9","33%","10","5","5","5","5","5","5","5","5","5","62326 - PHOTOGRAPHIC NARRATV","62326 Fall"
"6751","Fall","2012","LEO HSU","CFA","62331","CRITCL IS DOCM PHTGY","A","Lect","6","11","55%","7.5","4.17","4.33","4","4","4.33","4.33","4.83","4.5","4.5","62331 - CRITCL IS DOCM PHTGY","62331 Fall"
"6752","Fall","2012","CHARLEE BRODSKY","CFA","62374","MEANING IN IMAGES","A","Lect","4","7","57%","6.5","4","4.25","4.5","3.25","4.25","4.5","4","4","3.25","62374 - MEANING IN IMAGES","62374 Fall"
"6753","Fall","2012","AARON BLUM","CFA","62381","CLR PHOTOG DIGTL OUT","A","Lect","5","7","71%","10.4","4.8","4.2","4.4","5","4.8","5","5","5","5","62381 - CLR PHOTOG DIGTL OUT","62381 Fall"
"6754","Fall","2012","ANNE MUNDELL","CFA","62483","GRWN THTR COM OUTRCH","A","Lect","5","23","22%","2.6","5","5","5","4.6","4.8","4.6","5","4.8","5","62483 - GRWN THTR COM OUTRCH","62483 Fall"
"6755","Fall","2012","ANDREW SWENSEN","CFA","62631","PITTSBURGH ARTS JRNL","A","Lect","2","6","33%","5","5","4.5","4.5","4.5","5","5","5","5","5","62631 - PITTSBURGH ARTS JRNL","62631 Fall"
"6756","Fall","2012","LIMAURO, C. (co-taught)","CFA","62661","IN & EXP PSCH BRD LG","A2","Lect","10","16","63%","3.33","3.22","3.67","4","3.13","3.13","3","4.13","3.25","3.75","62661 - IN & EXP PSCH BRD LG","62661 Fall"
"6757","Fall","2012","WERNER, C. (co-taught)","CFA","62661","IN & EXP PSCH BRD LG","A2","Lect","10","16","63%","3.71","4.57","4","3.71","4.29","4.33","4.57","4.57","4.57","4.29","62661 - IN & EXP PSCH BRD LG","62661 Fall"
"6758","Fall","2012","ANGIOLILLO, C. (co-taught)","CFA","62661","IN & EXP PSCH BRD LG","A2","Lect","10","16","63%","3.71","4.29","3.57","3.86","4","3.71","4.14","4.17","4.29","4.14","62661 - IN & EXP PSCH BRD LG","62661 Fall"
"6759","Fall","2012","ROHRBACH, S. (co-taught)","DES","51101","DESIGN STUDIO I","A","Lect","16","37","43%","11","4.31","3.81","4","4.06","4.31","3.81","4.38","4.19","4.19","51101 - DESIGN STUDIO I","51101 Fall"
"6760","Fall","2012","STADELMEIER, S. (co-taught)","DES","51101","DESIGN STUDIO I","A","Lect","16","37","43%","11","4.19","3.5","3.63","3.8","4.19","3.81","4.31","3.81","4.13","51101 - DESIGN STUDIO I","51101 Fall"
"6761","Fall","2012","MARK BASKINGER","DES","51103","DESIGN WORKSHOP","A","Lect","11","37","30%","4.18","4.55","4.27","4.36","4.45","4.36","4.45","4.64","4.73","4.27","51103 - DESIGN WORKSHOP","51103 Fall"
"6762","Fall","2012","BASKINGER, M. (co-taught)","DES","51121","DESIGN DRAWING I","A","Lect","15","38","39%","13","4.73","4.47","4.6","4.53","4.6","4.67","4.6","4.8","4.67","51121 - DESIGN DRAWING I","51121 Fall"
"6763","Fall","2012","ZYWICA, M. (co-taught)","DES","51121","DESIGN DRAWING I","A","Lect","15","38","39%","12.93","4.53","4.13","4.27","4.07","4.47","4.4","4.6","4.33","4.67","51121 - DESIGN DRAWING I","51121 Fall"
"6764","Fall","2012","BRETT YASKO","DES","51171","HUMAN EXPER IN DES","A","Lect","21","51","41%","5.14","3.9","3.9","3.81","3.15","4.33","3.9","3.2","3.76","3.95","51171 - HUMAN EXPER IN DES","51171 Fall"
"6765","Fall","2012","DANIEL BOYARSKI","DES","51201","CD I: COMM W/TYPE","A","Lect","13","22","59%","12.25","5","4.92","4.83","5","4.92","4.92","5","5","4.92","51201 - CD I: COMM W/TYPE","51201 Fall"
"6766","Fall","2012","DANIEL BOYARSKI","DES","51203","CD COMPUTER LAB","A","Lect","13","24","54%","3","4.18","3.82","3.82","3.91","3.82","4.18","4.55","3.82","3.64","51203 - CD COMPUTER LAB","51203 Fall"
